date,product_id,price,promo,sales,is_anomaly
05-04-2025,P001,327.32,FALSE,861,FALSE
06-04-2025,P001,325.76,FALSE,854,FALSE
07-04-2025,P001,340.83,FALSE,548,FALSE
08-04-2025,P001,346.67,FALSE,0,TRUE
09-04-2025,P001,358.85,FALSE,643,FALSE
10-04-2025,P001,368.9,FALSE,718,FALSE
11-04-2025,P001,356.63,FALSE,485,FALSE
12-04-2025,P001,353.91,FALSE,368,FALSE
13-04-2025,P001,335.09,FALSE,691,FALSE
14-04-2025,P001,330.75,FALSE,828,FALSE
15-04-2025,P001,338.17,FALSE,638,FALSE
16-04-2025,P001,332.48,FALSE,633,FALSE
17-04-2025,P001,328.25,FALSE,756,FALSE
18-04-2025,P001,330.36,FALSE,757,FALSE
19-04-2025,P001,335.57,FALSE,519,FALSE
20-04-2025,P001,333.15,FALSE,668,FALSE
21-04-2025,P001,331.42,FALSE,814,FALSE
22-04-2025,P001,336.79,FALSE,683,FALSE
23-04-2025,P001,338.47,FALSE,640,FALSE
24-04-2025,P001,336.51,FALSE,851,FALSE
25-04-2025,P001,338.6,FALSE,816,FALSE
26-04-2025,P001,339.09,FALSE,511,FALSE
27-04-2025,P001,340.78,FALSE,844,FALSE
28-04-2025,P001,354.66,FALSE,698,FALSE
29-04-2025,P001,352.47,FALSE,644,FALSE
30-04-2025,P001,348.65,FALSE,723,FALSE
01-05-2025,P001,304.3,TRUE,883,FALSE
02-05-2025,P001,353.55,FALSE,558,FALSE
03-05-2025,P001,365.89,FALSE,723,FALSE
04-05-2025,P001,364.43,FALSE,577,FALSE
05-05-2025,P001,364.94,FALSE,729,FALSE
06-05-2025,P001,370.29,FALSE,493,FALSE
07-05-2025,P001,379.35,FALSE,491,FALSE
08-05-2025,P001,386.95,FALSE,496,FALSE
09-05-2025,P001,385.34,FALSE,805,FALSE
10-05-2025,P001,382.49,FALSE,582,FALSE
11-05-2025,P001,385.12,FALSE,471,FALSE
12-05-2025,P001,302.02,TRUE,464,FALSE
13-05-2025,P001,381.15,FALSE,1027,FALSE
14-05-2025,P001,384.26,FALSE,1934,TRUE
15-05-2025,P001,391.93,FALSE,517,FALSE
16-05-2025,P001,393.2,FALSE,536,FALSE
17-05-2025,P001,405.65,FALSE,741,FALSE
18-05-2025,P001,408.96,FALSE,472,FALSE
19-05-2025,P001,407.64,FALSE,374,FALSE
20-05-2025,P001,408.42,FALSE,494,FALSE
21-05-2025,P001,403.83,FALSE,829,FALSE
22-05-2025,P001,395.55,FALSE,812,FALSE
23-05-2025,P001,399.29,FALSE,819,FALSE
24-05-2025,P001,392.5,FALSE,474,FALSE
25-05-2025,P001,389.66,FALSE,0,TRUE
26-05-2025,P001,388.92,FALSE,456,FALSE
27-05-2025,P001,391.89,FALSE,465,FALSE
28-05-2025,P001,395.48,FALSE,554,FALSE
29-05-2025,P001,395.87,FALSE,737,FALSE
30-05-2025,P001,380.83,FALSE,525,FALSE
31-05-2025,P001,379.23,FALSE,470,FALSE
01-06-2025,P001,373.35,FALSE,404,FALSE
02-06-2025,P001,372.48,FALSE,614,FALSE
03-06-2025,P001,319.31,TRUE,759,FALSE
04-06-2025,P001,386.03,FALSE,696,FALSE
05-06-2025,P001,387.7,FALSE,426,FALSE
06-06-2025,P001,391.6,FALSE,516,FALSE
07-06-2025,P001,380.08,FALSE,772,FALSE
08-06-2025,P001,381.52,FALSE,568,FALSE
09-06-2025,P001,327.13,TRUE,894,FALSE
10-06-2025,P001,380.82,FALSE,651,FALSE
11-06-2025,P001,383.88,FALSE,661,FALSE
12-06-2025,P001,380.93,FALSE,504,FALSE
13-06-2025,P001,388.59,FALSE,560,FALSE
14-06-2025,P001,397.26,FALSE,575,FALSE
15-06-2025,P001,393,FALSE,885,FALSE
16-06-2025,P001,404.63,FALSE,554,FALSE
17-06-2025,P001,337.13,TRUE,632,FALSE
18-06-2025,P001,419.98,FALSE,526,FALSE
19-06-2025,P001,415.83,FALSE,599,FALSE
20-06-2025,P001,327.6,TRUE,653,FALSE
21-06-2025,P001,418.05,FALSE,601,FALSE
22-06-2025,P001,411.78,FALSE,612,FALSE
23-06-2025,P001,397.77,FALSE,848,FALSE
24-06-2025,P001,391.42,FALSE,706,FALSE
25-06-2025,P001,399.93,FALSE,556,FALSE
26-06-2025,P001,397.27,FALSE,471,FALSE
27-06-2025,P001,394.64,FALSE,408,FALSE
28-06-2025,P001,406.76,FALSE,1880,TRUE
29-06-2025,P001,410.75,FALSE,622,FALSE
30-06-2025,P001,416.52,FALSE,629,FALSE
01-07-2025,P001,423.61,FALSE,481,FALSE
02-07-2025,P001,377.13,TRUE,673,FALSE
03-07-2025,P001,416.95,FALSE,511,FALSE
05-01-2025,P002,62.08,FALSE,691,FALSE
06-01-2025,P002,47.95,TRUE,761,FALSE
07-01-2025,P002,59.23,FALSE,804,FALSE
08-01-2025,P002,59.26,FALSE,778,FALSE
09-01-2025,P002,59.38,FALSE,626,FALSE
10-01-2025,P002,61.57,FALSE,1098,FALSE
11-01-2025,P002,61.53,FALSE,557,FALSE
12-01-2025,P002,60.68,FALSE,808,FALSE
13-01-2025,P002,60.13,FALSE,0,TRUE
14-01-2025,P002,60.17,FALSE,703,FALSE
15-01-2025,P002,59.07,FALSE,774,FALSE
16-01-2025,P002,42.75,TRUE,1775,FALSE
17-01-2025,P002,56.35,FALSE,1256,FALSE
18-01-2025,P002,56.02,FALSE,827,FALSE
19-01-2025,P002,57.9,FALSE,637,FALSE
20-01-2025,P002,57.15,FALSE,549,FALSE
21-01-2025,P002,56.46,FALSE,652,FALSE
22-01-2025,P002,54.92,FALSE,1290,FALSE
23-01-2025,P002,56.4,FALSE,570,FALSE
24-01-2025,P002,56.81,FALSE,748,FALSE
25-01-2025,P002,57.73,FALSE,579,FALSE
26-01-2025,P002,58.27,FALSE,591,FALSE
27-01-2025,P002,57.44,FALSE,757,FALSE
28-01-2025,P002,57.67,FALSE,750,FALSE
29-01-2025,P002,56.54,FALSE,764,FALSE
30-01-2025,P002,57.07,FALSE,912,FALSE
31-01-2025,P002,58.45,FALSE,920,FALSE
01-02-2025,P002,49.5,TRUE,839,FALSE
02-02-2025,P002,60.46,FALSE,758,FALSE
03-02-2025,P002,53.84,TRUE,711,FALSE
04-02-2025,P002,63.05,FALSE,595,FALSE
05-02-2025,P002,61.6,FALSE,674,FALSE
06-02-2025,P002,61.89,FALSE,599,FALSE
07-02-2025,P002,63.6,FALSE,504,FALSE
08-02-2025,P002,62.8,FALSE,743,FALSE
09-02-2025,P002,63.35,FALSE,790,FALSE
10-02-2025,P002,63.14,FALSE,602,FALSE
11-02-2025,P002,63.58,FALSE,499,FALSE
12-02-2025,P002,62.66,FALSE,847,FALSE
13-02-2025,P002,62.77,FALSE,1122,FALSE
14-02-2025,P002,63.37,FALSE,794,FALSE
15-02-2025,P002,62.68,FALSE,1208,FALSE
16-02-2025,P002,61.65,FALSE,681,FALSE
17-02-2025,P002,61.56,FALSE,762,FALSE
18-02-2025,P002,60.94,FALSE,726,FALSE
19-02-2025,P002,60.98,FALSE,989,FALSE
20-02-2025,P002,60.06,FALSE,985,FALSE
21-02-2025,P002,61.14,FALSE,1085,FALSE
22-02-2025,P002,61.47,FALSE,843,FALSE
23-02-2025,P002,59.75,FALSE,976,FALSE
24-02-2025,P002,61.51,FALSE,914,FALSE
25-02-2025,P002,60.49,FALSE,730,FALSE
26-02-2025,P002,60.08,FALSE,751,FALSE
27-02-2025,P002,61.47,FALSE,535,FALSE
28-02-2025,P002,60.5,FALSE,1171,FALSE
01-03-2025,P002,63.04,FALSE,853,FALSE
02-03-2025,P002,60.16,FALSE,621,FALSE
03-03-2025,P002,56.78,FALSE,923,FALSE
04-03-2025,P002,57.03,FALSE,1280,FALSE
05-03-2025,P002,55.41,FALSE,472,TRUE
06-03-2025,P002,55.5,FALSE,1173,FALSE
07-03-2025,P002,54.56,FALSE,1315,FALSE
08-03-2025,P002,54.23,FALSE,1065,FALSE
09-03-2025,P002,54.54,FALSE,1160,FALSE
10-03-2025,P002,54.64,FALSE,209,TRUE
11-03-2025,P002,54.36,FALSE,844,FALSE
12-03-2025,P002,53.84,FALSE,156,TRUE
13-03-2025,P002,53.61,FALSE,946,FALSE
14-03-2025,P002,52.87,FALSE,994,FALSE
15-03-2025,P002,34.3,TRUE,1527,FALSE
16-03-2025,P002,52.98,FALSE,286,TRUE
17-03-2025,P002,53.27,FALSE,571,FALSE
18-03-2025,P002,53.62,FALSE,320,TRUE
19-03-2025,P002,51.74,FALSE,1303,FALSE
20-03-2025,P002,52.07,FALSE,1330,FALSE
21-03-2025,P002,53.26,FALSE,1013,FALSE
22-03-2025,P002,53.02,FALSE,1184,FALSE
23-03-2025,P002,53.73,FALSE,853,FALSE
24-03-2025,P002,53.66,FALSE,1015,FALSE
25-03-2025,P002,53.83,FALSE,1002,FALSE
26-03-2025,P002,54.75,FALSE,929,FALSE
27-03-2025,P002,45.03,TRUE,988,FALSE
28-03-2025,P002,55.18,FALSE,2617,TRUE
29-03-2025,P002,35.34,TRUE,2262,FALSE
30-03-2025,P002,53.59,FALSE,707,FALSE
31-03-2025,P002,51.71,FALSE,1090,FALSE
01-04-2025,P002,51.28,FALSE,269,TRUE
02-04-2025,P002,50.58,FALSE,1264,FALSE
03-04-2025,P002,51,FALSE,401,TRUE
04-04-2025,P002,50.56,FALSE,1407,FALSE
05-04-2025,P002,52.47,FALSE,1483,FALSE
06-04-2025,P002,52.06,FALSE,927,FALSE
07-04-2025,P002,50.96,FALSE,1253,FALSE
08-04-2025,P002,48.87,FALSE,2410,TRUE
09-04-2025,P002,48.84,FALSE,1220,FALSE
10-04-2025,P002,48.51,FALSE,884,FALSE
11-04-2025,P002,49.26,FALSE,1066,FALSE
12-04-2025,P002,50.12,FALSE,862,FALSE
13-04-2025,P002,39.94,TRUE,1169,FALSE
14-04-2025,P002,49.96,FALSE,794,FALSE
15-04-2025,P002,48.73,FALSE,1211,FALSE
16-04-2025,P002,48.31,FALSE,836,FALSE
17-04-2025,P002,47.44,FALSE,4155,TRUE
18-04-2025,P002,47.56,FALSE,1261,FALSE
19-04-2025,P002,47.27,FALSE,1023,FALSE
20-04-2025,P002,47.94,FALSE,873,FALSE
21-04-2025,P002,47.44,FALSE,1344,FALSE
22-04-2025,P002,45.71,FALSE,997,FALSE
23-04-2025,P002,46.33,FALSE,1622,FALSE
24-04-2025,P002,48.77,FALSE,878,FALSE
25-04-2025,P002,49.4,FALSE,544,FALSE
26-04-2025,P002,47.88,FALSE,1112,FALSE
27-04-2025,P002,46.47,FALSE,1081,FALSE
28-04-2025,P002,47.98,FALSE,1424,FALSE
29-04-2025,P002,47.84,FALSE,0,TRUE
30-04-2025,P002,47.82,FALSE,1141,FALSE
01-05-2025,P002,47.27,FALSE,130,TRUE
02-05-2025,P002,48.22,FALSE,1258,FALSE
03-05-2025,P002,37.29,TRUE,1945,FALSE
04-05-2025,P002,47.26,FALSE,1082,FALSE
05-05-2025,P002,46.78,FALSE,819,FALSE
06-05-2025,P002,46.5,FALSE,1118,FALSE
07-05-2025,P002,46.06,FALSE,1626,FALSE
08-05-2025,P002,46.74,FALSE,1466,FALSE
09-05-2025,P002,45.93,FALSE,1036,FALSE
10-05-2025,P002,45.53,FALSE,826,FALSE
11-05-2025,P002,47.05,FALSE,323,TRUE
12-05-2025,P002,48.71,FALSE,1159,FALSE
13-05-2025,P002,50.59,FALSE,995,FALSE
14-05-2025,P002,51.01,FALSE,819,FALSE
15-05-2025,P002,51.87,FALSE,835,FALSE
16-05-2025,P002,51.04,FALSE,1250,FALSE
17-05-2025,P002,50.33,FALSE,983,FALSE
18-05-2025,P002,48.85,FALSE,709,FALSE
19-05-2025,P002,49.33,FALSE,753,FALSE
20-05-2025,P002,50.04,FALSE,1063,FALSE
21-05-2025,P002,50.64,FALSE,1100,FALSE
22-05-2025,P002,40.61,TRUE,1471,FALSE
23-05-2025,P002,49.92,FALSE,1207,FALSE
24-05-2025,P002,50.87,FALSE,907,FALSE
25-05-2025,P002,49.85,FALSE,688,FALSE
26-05-2025,P002,40.05,TRUE,1667,FALSE
27-05-2025,P002,51.3,FALSE,834,FALSE
28-05-2025,P002,51.85,FALSE,854,FALSE
29-05-2025,P002,52.28,FALSE,1597,FALSE
30-05-2025,P002,52.81,FALSE,1341,FALSE
31-05-2025,P002,53.32,FALSE,999,FALSE
01-06-2025,P002,53.17,FALSE,601,FALSE
02-06-2025,P002,51.42,FALSE,1045,FALSE
03-06-2025,P002,49.53,FALSE,914,FALSE
04-06-2025,P002,49.8,FALSE,0,TRUE
05-06-2025,P002,49.56,FALSE,663,FALSE
06-06-2025,P002,43.58,TRUE,2124,FALSE
07-06-2025,P002,51.54,FALSE,676,FALSE
08-06-2025,P002,53.82,FALSE,1178,FALSE
09-06-2025,P002,52.93,FALSE,1684,TRUE
10-06-2025,P002,38.49,TRUE,1107,FALSE
11-06-2025,P002,55.05,FALSE,1007,FALSE
12-06-2025,P002,56.58,FALSE,724,FALSE
13-06-2025,P002,55.65,FALSE,729,FALSE
14-06-2025,P002,54.8,FALSE,834,FALSE
15-06-2025,P002,54.24,FALSE,734,FALSE
16-06-2025,P002,55.92,FALSE,587,FALSE
17-06-2025,P002,56.52,FALSE,776,FALSE
18-06-2025,P002,57.99,FALSE,911,FALSE
19-06-2025,P002,56.76,FALSE,1126,FALSE
20-06-2025,P002,58.71,FALSE,3070,TRUE
21-06-2025,P002,60.23,FALSE,218,TRUE
22-06-2025,P002,59.52,FALSE,510,FALSE
23-06-2025,P002,58.67,FALSE,944,FALSE
24-06-2025,P002,58.62,FALSE,976,FALSE
25-06-2025,P002,59.29,FALSE,701,FALSE
26-06-2025,P002,59.09,FALSE,1199,FALSE
27-06-2025,P002,59.86,FALSE,0,TRUE
28-06-2025,P002,58.48,FALSE,654,FALSE
29-06-2025,P002,60.07,FALSE,594,FALSE
30-06-2025,P002,61.53,FALSE,2197,TRUE
01-07-2025,P002,62.64,FALSE,2535,TRUE
02-07-2025,P002,61.37,FALSE,668,FALSE
03-07-2025,P002,62.58,FALSE,864,FALSE
05-01-2025,P003,124.21,FALSE,211,FALSE
06-01-2025,P003,125.44,FALSE,239,FALSE
07-01-2025,P003,123.06,FALSE,175,FALSE
08-01-2025,P003,127.89,FALSE,327,FALSE
09-01-2025,P003,131.64,FALSE,207,FALSE
10-01-2025,P003,129.41,FALSE,205,FALSE
11-01-2025,P003,126.63,FALSE,342,FALSE
12-01-2025,P003,125.72,FALSE,188,FALSE
13-01-2025,P003,122.58,FALSE,0,TRUE
14-01-2025,P003,120.09,FALSE,315,FALSE
15-01-2025,P003,122.74,FALSE,269,FALSE
16-01-2025,P003,122.92,FALSE,367,FALSE
17-01-2025,P003,124.89,FALSE,207,FALSE
18-01-2025,P003,130.49,FALSE,245,FALSE
19-01-2025,P003,130.29,FALSE,283,FALSE
20-01-2025,P003,129,FALSE,242,FALSE
21-01-2025,P003,129.02,FALSE,239,FALSE
22-01-2025,P003,131.82,FALSE,229,FALSE
23-01-2025,P003,132.55,FALSE,249,FALSE
24-01-2025,P003,127.82,FALSE,243,FALSE
25-01-2025,P003,126.21,FALSE,304,FALSE
26-01-2025,P003,122.65,FALSE,182,FALSE
27-01-2025,P003,120.16,FALSE,232,FALSE
28-01-2025,P003,116.61,FALSE,275,FALSE
29-01-2025,P003,117.89,FALSE,254,FALSE
30-01-2025,P003,83.56,TRUE,411,FALSE
31-01-2025,P003,119.62,FALSE,241,FALSE
01-02-2025,P003,117.19,FALSE,339,FALSE
02-02-2025,P003,117.53,FALSE,351,FALSE
03-02-2025,P003,117.64,FALSE,207,FALSE
04-02-2025,P003,115.48,FALSE,216,FALSE
05-02-2025,P003,113.61,FALSE,188,FALSE
06-02-2025,P003,113.39,FALSE,0,TRUE
07-02-2025,P003,112.83,FALSE,503,FALSE
08-02-2025,P003,111.51,FALSE,259,FALSE
09-02-2025,P003,111.53,FALSE,41,TRUE
10-02-2025,P003,111.76,FALSE,160,FALSE
11-02-2025,P003,113.23,FALSE,216,FALSE
12-02-2025,P003,92.79,TRUE,437,FALSE
13-02-2025,P003,115.12,FALSE,0,TRUE
14-02-2025,P003,116.14,FALSE,370,FALSE
15-02-2025,P003,117.82,FALSE,377,FALSE
16-02-2025,P003,113.88,FALSE,246,FALSE
17-02-2025,P003,113.93,FALSE,226,FALSE
18-02-2025,P003,113.23,FALSE,422,FALSE
19-02-2025,P003,113.87,FALSE,233,FALSE
20-02-2025,P003,118.55,FALSE,288,FALSE
21-02-2025,P003,117.96,FALSE,289,FALSE
22-02-2025,P003,119.83,FALSE,251,FALSE
23-02-2025,P003,122.26,FALSE,240,FALSE
24-02-2025,P003,123.68,FALSE,231,FALSE
25-02-2025,P003,125.13,FALSE,1259,TRUE
26-02-2025,P003,99.81,TRUE,320,FALSE
27-02-2025,P003,122.11,FALSE,384,FALSE
28-02-2025,P003,122.23,FALSE,273,FALSE
01-03-2025,P003,121.88,FALSE,267,FALSE
02-03-2025,P003,120.21,FALSE,276,FALSE
03-03-2025,P003,121.83,FALSE,169,FALSE
04-03-2025,P003,121.78,FALSE,59,TRUE
05-03-2025,P003,118.56,FALSE,0,TRUE
06-03-2025,P003,117.16,FALSE,329,FALSE
07-03-2025,P003,113.85,FALSE,54,TRUE
08-03-2025,P003,110.59,FALSE,325,FALSE
09-03-2025,P003,112.15,FALSE,204,FALSE
10-03-2025,P003,113.21,FALSE,273,FALSE
11-03-2025,P003,116.96,FALSE,226,FALSE
12-03-2025,P003,114.12,FALSE,320,FALSE
13-03-2025,P003,115.34,FALSE,460,FALSE
14-03-2025,P003,116.52,FALSE,222,FALSE
15-03-2025,P003,117.86,FALSE,423,FALSE
16-03-2025,P003,119.52,FALSE,103,TRUE
17-03-2025,P003,120.89,FALSE,1220,TRUE
18-03-2025,P003,121.03,FALSE,205,FALSE
19-03-2025,P003,119.24,FALSE,262,FALSE
20-03-2025,P003,121.69,FALSE,224,FALSE
21-03-2025,P003,115.76,FALSE,419,FALSE
22-03-2025,P003,113.49,FALSE,488,FALSE
23-03-2025,P003,113.71,FALSE,236,FALSE
24-03-2025,P003,111.39,FALSE,243,FALSE
25-03-2025,P003,111.98,FALSE,70,TRUE
26-03-2025,P003,109.89,FALSE,0,TRUE
27-03-2025,P003,113,FALSE,224,FALSE
28-03-2025,P003,111.76,FALSE,372,FALSE
29-03-2025,P003,109.96,FALSE,298,FALSE
30-03-2025,P003,109.11,FALSE,110,TRUE
31-03-2025,P003,109.94,FALSE,0,TRUE
01-04-2025,P003,108.49,FALSE,0,TRUE
02-04-2025,P003,105.86,FALSE,0,TRUE
03-04-2025,P003,105,FALSE,294,FALSE
04-04-2025,P003,102.57,FALSE,381,FALSE
05-04-2025,P003,86.67,TRUE,431,FALSE
06-04-2025,P003,101.49,FALSE,209,FALSE
07-04-2025,P003,100.02,FALSE,177,FALSE
08-04-2025,P003,101.24,FALSE,1587,TRUE
09-04-2025,P003,103.28,FALSE,354,FALSE
10-04-2025,P003,99.51,FALSE,524,FALSE
11-04-2025,P003,103.17,FALSE,338,FALSE
12-04-2025,P003,103.3,FALSE,0,TRUE
13-04-2025,P003,103.82,FALSE,0,TRUE
14-04-2025,P003,100.98,FALSE,0,TRUE
15-04-2025,P003,96.83,FALSE,0,TRUE
16-04-2025,P003,100.4,FALSE,0,TRUE
17-04-2025,P003,100.86,FALSE,329,FALSE
18-04-2025,P003,87.81,TRUE,419,FALSE
19-04-2025,P003,104.65,FALSE,418,FALSE
20-04-2025,P003,76.55,TRUE,1176,TRUE
21-04-2025,P003,102,FALSE,231,FALSE
22-04-2025,P003,102.12,FALSE,283,FALSE
23-04-2025,P003,102.1,FALSE,490,FALSE
24-04-2025,P003,101.84,FALSE,349,FALSE
25-04-2025,P003,103.31,FALSE,331,FALSE
26-04-2025,P003,101.5,FALSE,283,FALSE
27-04-2025,P003,99.44,FALSE,1040,TRUE
28-04-2025,P003,98.46,FALSE,212,FALSE
29-04-2025,P003,98.98,FALSE,249,FALSE
30-04-2025,P003,97.69,FALSE,1401,TRUE
01-05-2025,P003,81.92,TRUE,310,FALSE
02-05-2025,P003,73.42,TRUE,426,FALSE
03-05-2025,P003,100.12,FALSE,37,TRUE
04-05-2025,P003,99.08,FALSE,228,FALSE
05-05-2025,P003,93.72,FALSE,251,FALSE
06-05-2025,P003,91.4,FALSE,294,FALSE
07-05-2025,P003,91.22,FALSE,309,FALSE
08-05-2025,P003,92.12,FALSE,0,TRUE
09-05-2025,P003,90.37,FALSE,0,TRUE
10-05-2025,P003,64.84,TRUE,0,TRUE
11-05-2025,P003,90.35,FALSE,0,TRUE
12-05-2025,P003,91.11,FALSE,0,TRUE
13-05-2025,P003,88.76,FALSE,445,FALSE
14-05-2025,P003,88.31,FALSE,429,FALSE
15-05-2025,P003,87.91,FALSE,265,FALSE
16-05-2025,P003,88.63,FALSE,329,FALSE
17-05-2025,P003,87.33,FALSE,447,FALSE
18-05-2025,P003,87.62,FALSE,268,FALSE
19-05-2025,P003,85.52,FALSE,969,TRUE
20-05-2025,P003,84.76,FALSE,383,FALSE
21-05-2025,P003,80.75,FALSE,285,FALSE
22-05-2025,P003,79.62,FALSE,608,FALSE
23-05-2025,P003,77.85,FALSE,389,FALSE
24-05-2025,P003,78.55,FALSE,298,FALSE
25-05-2025,P003,77.38,FALSE,155,FALSE
26-05-2025,P003,77.88,FALSE,364,FALSE
27-05-2025,P003,78.31,FALSE,219,FALSE
28-05-2025,P003,77.73,FALSE,0,TRUE
29-05-2025,P003,78.04,FALSE,384,FALSE
30-05-2025,P003,81.44,FALSE,394,FALSE
31-05-2025,P003,62.83,TRUE,292,FALSE
01-06-2025,P003,57.81,TRUE,99,TRUE
02-06-2025,P003,77.82,FALSE,334,FALSE
03-06-2025,P003,78.23,FALSE,351,FALSE
04-06-2025,P003,54.59,TRUE,720,FALSE
05-06-2025,P003,78.73,FALSE,60,TRUE
06-06-2025,P003,78.58,FALSE,245,FALSE
07-06-2025,P003,78.35,FALSE,218,FALSE
08-06-2025,P003,74.55,FALSE,315,FALSE
09-06-2025,P003,75.32,FALSE,383,FALSE
10-06-2025,P003,75.52,FALSE,267,FALSE
11-06-2025,P003,76.17,FALSE,281,FALSE
12-06-2025,P003,77.64,FALSE,422,FALSE
13-06-2025,P003,78.7,FALSE,344,FALSE
14-06-2025,P003,80.41,FALSE,295,FALSE
15-06-2025,P003,80.43,FALSE,256,FALSE
16-06-2025,P003,79.58,FALSE,286,FALSE
17-06-2025,P003,63.15,TRUE,331,FALSE
18-06-2025,P003,78.05,FALSE,361,FALSE
19-06-2025,P003,63.81,TRUE,357,FALSE
20-06-2025,P003,79.41,FALSE,354,FALSE
21-06-2025,P003,80.02,FALSE,255,FALSE
22-06-2025,P003,78.93,FALSE,209,FALSE
23-06-2025,P003,78.96,FALSE,333,FALSE
24-06-2025,P003,80.25,FALSE,274,FALSE
25-06-2025,P003,78.66,FALSE,263,FALSE
26-06-2025,P003,76.6,FALSE,251,FALSE
